blockNumber,timeStamp,from,to,value 
3916129,1498189368,0x25af88fb595ec3b94d7803a58c92a6ff8b5c26ca,0x701c244b988a513c945973defa05de933b23fe1d,990000000000000000
3916132,1498189448,0xf3f76c078553702af433fe9d9a8ac9ca4a209924,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916135,1498189498,0x4271bac2d4d7d5c0f616b43f1d77e5c46d40cde7,0x701c244b988a513c945973defa05de933b23fe1d,120000000000000000
3916143,1498189686,0x83553d5b46f462f71850072c9d8ee931ef02004d,0x701c244b988a513c945973defa05de933b23fe1d,1800000000000000000
3916143,1498189686,0x4544451c39b3ca161ec5662e12a97aeec4ab753c,0x701c244b988a513c945973defa05de933b23fe1d,0
3916155,1498189874,0x11a0d491147b1e525c518454676e5415d2b66f29,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916194,1498190469,0x8893daed6e072c4c3cb50d1b7947547a56bb2c19,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3916200,1498190617,0x7f4823876318fad7321fd813b7abd4a7c60c12a5,0x701c244b988a513c945973defa05de933b23fe1d,4141878200000000000
3916204,1498190667,0x0f134d75a12613ef9afaa700f43f52eae658cc88,0x701c244b988a513c945973defa05de933b23fe1d,80000000000000000
3916213,1498190909,0x25dec53065acf6bf7466c726488c2c0e3e4a8193,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3916224,1498191048,0x0d275e4e58ce5f60b31788403cb9e3214c9d00ac,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3916260,1498191739,0x3df4bf72f299463e183f4977ea2b5b29ba7dda94,0x701c244b988a513c945973defa05de933b23fe1d,300000000000000000
3916266,1498191857,0xc5e48370a36e69d700e2e8250ba290213f3b3f8f,0x701c244b988a513c945973defa05de933b23fe1d,727900000000000000
3916267,1498191880,0x4be205af8b2609afebd65dedda6c3c6b0de21bae,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916272,1498191924,0x63db17d372c1e6ad23f49bf7b2993cc8af482e91,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916275,1498192015,0x0da8b8ba342526c661bc04d64420d7f224e16df8,0x701c244b988a513c945973defa05de933b23fe1d,1500000000000000000
3916278,1498192030,0xfacc4b6a24966a2056bc52f7fc720dcce45f4346,0x701c244b988a513c945973defa05de933b23fe1d,514098100000000000
3916294,1498192315,0xb8e82d4f528163c3f3a6b349eef6deaa53d8a0a4,0x701c244b988a513c945973defa05de933b23fe1d,23000000000000000
3916308,1498192548,0x433f83d213b14d2d9914fdca39ab21c5cdcee5bb,0x701c244b988a513c945973defa05de933b23fe1d,1980000000000000000
3916313,1498192663,0x0da8b8ba342526c661bc04d64420d7f224e16df8,0x701c244b988a513c945973defa05de933b23fe1d,290000000000000000
3916313,1498192663,0x433f83d213b14d2d9914fdca39ab21c5cdcee5bb,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000
3916313,1498192663,0xbd74bfbc361b6e9ad1b26e1ab62f1fd38c62ec98,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3916320,1498192797,0xabff30dccd2db83435621e26f3203f327a829952,0x701c244b988a513c945973defa05de933b23fe1d,515117476000000000
3916324,1498192874,0x590708fb8d21eb1265b4fbda348502c35f44a4c2,0x701c244b988a513c945973defa05de933b23fe1d,22000000000000000000
3916326,1498192905,0x4bd57642cfa87b46493f080df7b834ab2be7159e,0x701c244b988a513c945973defa05de933b23fe1d,3973495480000000000
3916328,1498192933,0x235d6e2d599df935da847b5662443653957d14a1,0x701c244b988a513c945973defa05de933b23fe1d,18000000000000000
3916332,1498193036,0xf3f76c078553702af433fe9d9a8ac9ca4a209924,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916333,1498193094,0xb8e82d4f528163c3f3a6b349eef6deaa53d8a0a4,0x701c244b988a513c945973defa05de933b23fe1d,213000000000000000
3916334,1498193108,0xe58193ca76063feccb0fd70d2bb0c66cc4d38528,0x701c244b988a513c945973defa05de933b23fe1d,80000000000000000
3916336,1498193166,0x5e46be17e9dbadca7c7289e9074c5a926f70e958,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916338,1498193220,0x1be4dec6faf3a4a54632a103f55cce18afa4dd0b,0x701c244b988a513c945973defa05de933b23fe1d,1684000000000000000
3916348,1498193376,0xf84826cf2d1d99701fcc917da09d478c8032a1de,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916348,1498193376,0xbb76da4426b73f2797192b7318ddb07ab1b95a47,0x701c244b988a513c945973defa05de933b23fe1d,2100000000000000000
3916348,1498193376,0xe61c8a2ed1ffc0e682f0f3de7839f11b487bed7f,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916359,1498193591,0x783e43ef8792a39ec3bfe5c2985db9975f159282,0x701c244b988a513c945973defa05de933b23fe1d,826000000000000000
3916380,1498194031,0x085b3f4523a53642811bb1ef19b3748f709f3b98,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000
3916382,1498194043,0xa0f23d0ea8bbac77006c6e18d85d17cf7d1fe824,0x701c244b988a513c945973defa05de933b23fe1d,1478000000000000000
3916399,1498194242,0x085b3f4523a53642811bb1ef19b3748f709f3b98,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916403,1498194367,0xb27f74b2235fa161aebf4d910d9fe22ccd53b1d7,0x701c244b988a513c945973defa05de933b23fe1d,986000000000000000
3916404,1498194401,0x085b3f4523a53642811bb1ef19b3748f709f3b98,0x701c244b988a513c945973defa05de933b23fe1d,1428437189000000000
3916406,1498194442,0x1e8ac273163f6f7bcefdc7983a357714eea853ff,0x701c244b988a513c945973defa05de933b23fe1d,425000000000000000
3916407,1498194456,0x203dfed20e49ff4834f1cad58c81cb7093032882,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916422,1498194740,0xf9a39bf20f8b0b13dd976b96b04c4709147ca9c3,0x701c244b988a513c945973defa05de933b23fe1d,787830225000000000
3916427,1498194777,0xb996b0b6ca1de6520dd7a37cd551d130fe956654,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916432,1498194904,0xb27f74b2235fa161aebf4d910d9fe22ccd53b1d7,0x701c244b988a513c945973defa05de933b23fe1d,976000000000000000
3916437,1498194986,0x3254911960fde450cb2d434c1892f34ce473982a,0x701c244b988a513c945973defa05de933b23fe1d,2050000000000000000
3916438,1498194998,0x711dda678abe166ffb3dcd1a18f1280e3d5d07ae,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916439,1498195026,0x80f6cb68238122dd8c957a48de45264173f2d6cf,0x701c244b988a513c945973defa05de933b23fe1d,1100000000000000000
3916448,1498195138,0x711dda678abe166ffb3dcd1a18f1280e3d5d07ae,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916454,1498195224,0x6e1585214366bdd21188fc8238323f6b20637035,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916470,1498195522,0x44e83779bdc14ddfdec960bfc48530c45ec51d17,0x701c244b988a513c945973defa05de933b23fe1d,1800000000000000000
3916506,1498196039,0xcee198dd1e4482735ee4013dec978a8c6f9ddb9f,0x701c244b988a513c945973defa05de933b23fe1d,300000000000000000
3916510,1498196136,0x05f962aeb4facbd8d580a7e0411f9093e06668fa,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916511,1498196195,0xc7a4d1210ae0521605ec253bf7b925dd6235b443,0x701c244b988a513c945973defa05de933b23fe1d,2180000000000000000
3916516,1498196255,0x343d598bc565328f4c39ffbd955241617ed665e7,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916519,1498196319,0x085b3f4523a53642811bb1ef19b3748f709f3b98,0x701c244b988a513c945973defa05de933b23fe1d,546252130000000000
3916523,1498196354,0x2b2192086ee41b6d36922cc4fc0c8ffc567dbe67,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3916537,1498196628,0x001a5052aff8190dc67cfb6b10daca2c4a473c71,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3916538,1498196631,0x27b24e69918c5a9636bee45d6313dd22f406f873,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3916544,1498196688,0xe2ee03992377209a6236cd1f35f6d736315d743c,0x701c244b988a513c945973defa05de933b23fe1d,400000000000000000
3916581,1498197269,0x98b6371f584b45a302d9f09e8741c4f0e4526bfa,0x701c244b988a513c945973defa05de933b23fe1d,0
3916581,1498197269,0x244148f142853d955784c90ac1e0f74703c11fa1,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916588,1498197337,0xa705772f6ea6bddd37edcff3eceaccf32f8f5aa2,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916590,1498197354,0x98b6371f584b45a302d9f09e8741c4f0e4526bfa,0x701c244b988a513c945973defa05de933b23fe1d,0
3916596,1498197470,0x114e3f56dc50c4c97e6dc43b9617687ef32b0791,0x701c244b988a513c945973defa05de933b23fe1d,70000000000000000
3916597,1498197483,0xe0e486f59e6a5a82e4de63995f2160acde6026ee,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916599,1498197557,0x07ba5c44575a30e39a138a74a4d3b74ebb460a9f,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916603,1498197643,0xb6aac3b56ff818496b747ea57fcbe42a9aae6218,0x701c244b988a513c945973defa05de933b23fe1d,1200000000000000000
3916604,1498197646,0x09b8b644fbfc6ee8e5dd0f450a030e5f381a5cfa,0x701c244b988a513c945973defa05de933b23fe1d,498988882370051572870
3916604,1498197646,0xd1fa069653b2800c5f0ac4829fa7ae14d4b87198,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3916609,1498197731,0x2d9836904430a15dae1922548c6f0af1ae9b6cd8,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916609,1498197731,0x1c9e16ed9504fe88b09ee1b94e73a108275e1980,0x701c244b988a513c945973defa05de933b23fe1d,7000000000000000000
3916611,1498197771,0xb0be566c135084b48438effb09c4108a8c402ed8,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916615,1498197842,0xd2f4def61791810736ff401f5453f57d29cad29b,0x701c244b988a513c945973defa05de933b23fe1d,30000000000000000000
3916621,1498197919,0xd163706738a37344e0d040548397b94852a37b26,0x701c244b988a513c945973defa05de933b23fe1d,1312000000000000000
3916621,1498197919,0xc33537f81f118d57ced167e2e4de7973da5dccf3,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916625,1498197999,0xd1fa069653b2800c5f0ac4829fa7ae14d4b87198,0x701c244b988a513c945973defa05de933b23fe1d,142000000000000000000
3916627,1498198085,0xd93a8706fac801cbc7e03025c082e6484accbbae,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3916640,1498198244,0x2d9836904430a15dae1922548c6f0af1ae9b6cd8,0x701c244b988a513c945973defa05de933b23fe1d,400000000000000000
3916640,1498198244,0x40a5902a54d206192fe3dd8055e97c3171325432,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916640,1498198244,0x40d1cb3e3f5224075970de8b9ed1d252497ee448,0x701c244b988a513c945973defa05de933b23fe1d,46000000000000000
3916642,1498198319,0x75172305fd86fe9b91a70f084c01f51212126eba,0x701c244b988a513c945973defa05de933b23fe1d,511900000000000000
3916647,1498198408,0xb3cf70cc8745fe939ba393742262a9ac0dc3ec39,0x701c244b988a513c945973defa05de933b23fe1d,4732800000000000000
3916658,1498198518,0x4b731186739844a761f09c6d2a4a89ad28623e5c,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916672,1498198767,0x2a83f53abb49fa7df4e7cca4630b2cabda5ac15b,0x701c244b988a513c945973defa05de933b23fe1d,990000000000000000
3916678,1498198851,0xe9500755ebea975c690f90b794bc763eb60c4881,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916681,1498198910,0x489b88d42628fcae059018d47aa9dba420c9abd2,0x701c244b988a513c945973defa05de933b23fe1d,3100000000000000000
3916690,1498199046,0x2e1a17bd8cf6d9c809776a8dfeaa6a2abbcce99b,0x701c244b988a513c945973defa05de933b23fe1d,79725850463576300
3916691,1498199072,0xfef808fb5d36d560e42f50e6e8dbaf671123bfc4,0x701c244b988a513c945973defa05de933b23fe1d,450000000000000000
3916694,1498199118,0xd8c6060d4cbb5273bedc2df3aec7f598cd7c0a31,0x701c244b988a513c945973defa05de933b23fe1d,312200000000000000
3916705,1498199388,0xd32ad1b1906f213d2df839d0511cad18efa65401,0x701c244b988a513c945973defa05de933b23fe1d,1600000000000000000
3916707,1498199411,0xc539ef373b2663e2cd7f95073fec71cd6226c75f,0x701c244b988a513c945973defa05de933b23fe1d,5600000000000000
3916727,1498199689,0xc1d0b8c3a5a76f1aff188d5296f1f610872229cc,0x701c244b988a513c945973defa05de933b23fe1d,1900000000000000000
3916735,1498199830,0xe20e532c4ba934bb1d145480d38017cedd78c133,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916738,1498199889,0x696dce52ca0a520dd9e4e3137d77a4ad386f00a0,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916755,1498200194,0xc539ef373b2663e2cd7f95073fec71cd6226c75f,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000
3916764,1498200438,0x760739f49fc2936a59745644a94a5400c62a4b22,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3916764,1498200438,0x03c46417bf0a78295abbc618721b186a099afc42,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916772,1498200556,0x4b731186739844a761f09c6d2a4a89ad28623e5c,0x701c244b988a513c945973defa05de933b23fe1d,1200000000000000000
3916773,1498200561,0xe8ddee82e2ee2661c6adf11faa6c99555e301dc0,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916776,1498200619,0x841c223d5f95a44e03d0b97683792399cf830d1c,0x701c244b988a513c945973defa05de933b23fe1d,1085000000000000000
3916781,1498200711,0xf5fd0e65ba30a5ee0f307fe6251495d2b34a7c6a,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916781,1498200711,0x7b54b5cac5a72d90c4772ea21e31fac8844f03cd,0x701c244b988a513c945973defa05de933b23fe1d,229630410000000000
3916792,1498201063,0x620348621ce092ee666b698246491e95c8e61499,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916796,1498201111,0x04605a6657f1cd074ef0cbc684af8f0f24cfc7a0,0x701c244b988a513c945973defa05de933b23fe1d,1001000000000000000
3916796,1498201111,0x46a0abd4764d27b050ef6b5168f2f46ece7e3e42,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916803,1498201244,0xe616f2749253beff764136e148a083a597c489cc,0x701c244b988a513c945973defa05de933b23fe1d,35000000000000000000
3916815,1498201477,0x301680d296419014d99404eb2b8eecb31cdb39b0,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3916818,1498201548,0xa193c943980a9340f306b3d59deb183dc501b35f,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000
3916818,1498201548,0x1eb060c6d51611a13956649b73010402c5af56ef,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916818,1498201548,0xf7dfdfcaa55e0e2123d7302cb4144ee9ca521e1e,0x701c244b988a513c945973defa05de933b23fe1d,210000000000000000
3916819,1498201603,0x8def7f7230f0e40df2efae846ac92eed7084ea25,0x701c244b988a513c945973defa05de933b23fe1d,6000000000000000000
3916819,1498201603,0x28d1d0f1507e26ce3248a79ff05638d98cc5111c,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916820,1498201607,0xe62f6ae10cce0bd6e153e6b99eb329f7066b20ee,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916820,1498201607,0x9ec01bb07f90242cf79120d29aec0db80269d52f,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916823,1498201665,0x9fbe55e7fdb11b353e5b491eeee3dc2ca72e9226,0x701c244b988a513c945973defa05de933b23fe1d,107900225000000000
3916839,1498201941,0xa76011fde264beaa80294796c59bafdfb7e0f493,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916841,1498201950,0xbb1da84f6eb6001cadae4c618910cee5f6b7c8ac,0x701c244b988a513c945973defa05de933b23fe1d,74184100000000000
3916843,1498201976,0x584d71aac1342a29e5ceac6cf39b334c35936d4a,0x701c244b988a513c945973defa05de933b23fe1d,1400000000000000000
3916849,1498202070,0x952d2841b459eb36a986737d5691597087f197ef,0x701c244b988a513c945973defa05de933b23fe1d,197103790000000000
3916852,1498202131,0xad65167d705c7196d72520ec5e994f548f8a3446,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916861,1498202296,0xb7fd42ab1a6d4423d55b64be0f80f5cec786e3da,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000
3916862,1498202299,0x64133cc0a7cc3d6da61a098af35be9016f174314,0x701c244b988a513c945973defa05de933b23fe1d,880111474000000000
3916865,1498202421,0x9b043e4437ef563ccb8e92c58a4b6e6b1f31e1df,0x701c244b988a513c945973defa05de933b23fe1d,8765000000000000000
3916868,1498202458,0xefbd425a06e1ebdef00770ff04e56e0d8f0d57af,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3916871,1498202493,0xcb657e8b4efe897c968699a3ec0f6c3c0122e1db,0x701c244b988a513c945973defa05de933b23fe1d,180000000000000000
3916875,1498202603,0x9c27762461c48f4102ac7d89e54e5de15769262a,0x701c244b988a513c945973defa05de933b23fe1d,3300000000000000000
3916875,1498202603,0xa4ec22f9ffc8ce7c280f3d8154d3694729c6a00c,0x701c244b988a513c945973defa05de933b23fe1d,1100000000000000000
3916887,1498202767,0x69b87e03453a86c899244c09f032406201935b24,0x701c244b988a513c945973defa05de933b23fe1d,1214943500000000000
3916893,1498202865,0xafcf50291ef33e5b0c20a419a638db2e7e91b0eb,0x701c244b988a513c945973defa05de933b23fe1d,1005000000000000000
3916893,1498202865,0x3ebb855b53b5056ae43c7600613f4986685c4662,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916896,1498202922,0x401354a297952fa972ad383ca07a0a2811d74a71,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916897,1498202924,0x9f2d1f068b946b03d8a700f8dd0d4b8095434ded,0x701c244b988a513c945973defa05de933b23fe1d,343000000000000000
3916903,1498202995,0xad65167d705c7196d72520ec5e994f548f8a3446,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3916906,1498203023,0xd907aea8fbe2c4e4c223d57009456616148089d2,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3916920,1498203210,0x6c3fccdceece30afc1707efab141da59192c209f,0x701c244b988a513c945973defa05de933b23fe1d,310000000000000000
3916921,1498203223,0x6c5ebecea0e070aeb5d4b692ff1f694cd35e8333,0x701c244b988a513c945973defa05de933b23fe1d,22000000000000000000
3916922,1498203279,0xb7fd42ab1a6d4423d55b64be0f80f5cec786e3da,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916926,1498203319,0x74303b81beda2874e4a918a5ea0f292ae89794cc,0x701c244b988a513c945973defa05de933b23fe1d,802200000000000000
3916931,1498203405,0xf4073da1a7dc3d90643b16fbce89a60f95c20177,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3916945,1498203632,0x5fde446016bd7bca45360efcbd6e9b9896d3a4a4,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916945,1498203632,0x75b33995cb21539cb9cd09044771f5475b069e1e,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3916947,1498203662,0x46d7071905b3b026118bcac697031ab0e00e4061,0x701c244b988a513c945973defa05de933b23fe1d,190000000000000000
3916951,1498203719,0xfcd2bbf598fccc8a5e741af9b5c1fb37a5ea2ccf,0x701c244b988a513c945973defa05de933b23fe1d,101000000000000000
3916953,1498203785,0xc4d87b38f42233500f9e99c0f234d9f85273c455,0x701c244b988a513c945973defa05de933b23fe1d,10200000000000000000
3916963,1498203950,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3916965,1498204046,0x3831beb867bf6fb6d7fb901ab6fdaff73fdb1151,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916966,1498204063,0x6eed8111552545867b34544e3bb18e140baee7fe,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000
3916977,1498204199,0x6fd623ab0dff084df49975986ad8af7c306bf8b8,0x701c244b988a513c945973defa05de933b23fe1d,987124431000000000
3916977,1498204199,0xc4d87b38f42233500f9e99c0f234d9f85273c455,0x701c244b988a513c945973defa05de933b23fe1d,10007000000000000000
3916980,1498204270,0x20d38cc5ca62994db5e3b8ec0924e9da022dd55a,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916983,1498204292,0x220b1552e827d848bf42426af642db68365d2d35,0x701c244b988a513c945973defa05de933b23fe1d,280000000000000000
3916985,1498204348,0x151477142ad9b6f38e698c16829baea1b9cfd778,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3916986,1498204369,0x88d053d544f0e1d49046be70eda64d2a6166b0f3,0x701c244b988a513c945973defa05de933b23fe1d,3100000000000000
3916988,1498204430,0x5fb3dc3ec639f33429aea0773ed292a37b87a4d8,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3916999,1498204548,0x6519dcc6d97631e5aa0ae62a8f914b63ec273b48,0x701c244b988a513c945973defa05de933b23fe1d,30000000000000000
3917000,1498204569,0x6eed8111552545867b34544e3bb18e140baee7fe,0x701c244b988a513c945973defa05de933b23fe1d,190000000000000000
3917004,1498204653,0xbfd3ab4000de5c63ebacd88ab45485a25ae4c59c,0x701c244b988a513c945973defa05de933b23fe1d,1260000000000000000
3917004,1498204653,0x25adb30498548c7810481ffe0355f22c765d334d,0x701c244b988a513c945973defa05de933b23fe1d,1541000000000000000
3917005,1498204707,0x7ed1e469fcb3ee19c0366d829e291451be638e59,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3917006,1498204719,0x8aee3359529c6ad3ec90db72eea9328b740db302,0x701c244b988a513c945973defa05de933b23fe1d,140000000000000000
3917006,1498204719,0x0963ed278943853e85bca2b75ef84d6a5e8a73ea,0x701c244b988a513c945973defa05de933b23fe1d,5130540000000000000
3917011,1498204785,0xe5ca66cf7fbd1f4bdaee3647b25832e941809c40,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917013,1498204835,0xe3232a655edccc466770d4634a86bf6fc8a88442,0x701c244b988a513c945973defa05de933b23fe1d,452500000000000000
3917035,1498205176,0x6485a46f24f858bc485e1631291a69ea569ebcf1,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917035,1498205176,0x2ede66ed71e557cc90b9a76c298185c09591991b,0x701c244b988a513c945973defa05de933b23fe1d,150000000000000000
3917035,1498205176,0xae2953655f8d83e9fe62f58135b19c0d8135a043,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3917037,1498205210,0x2d61811cbd24af3c19cf6c09cc4f1f154f56176e,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917039,1498205254,0x4b90e5820fd896b286c857788e931117c8ffcbf9,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917039,1498205254,0x9bf90e0d30930d7a5053db5d8074ed02f69bf3b8,0x701c244b988a513c945973defa05de933b23fe1d,50000000000000000
3917039,1498205254,0xa3b019eff4df4908b10a23ecdc4f35a1591788ce,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3917048,1498205473,0xfd58d9d90d06154946eb4a03e0736541d900b96e,0x701c244b988a513c945973defa05de933b23fe1d,9994000000000000000
3917054,1498205516,0x9b0e2c7f4167d260008510a25008d9c96a0c1923,0x701c244b988a513c945973defa05de933b23fe1d,3117187000000000000
3917054,1498205516,0x97c7ba56078f510cc86e014c138af88d5244d758,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3917056,1498205582,0xe7e1a1ed96a5ccad9019f2c3fc858857f68b56e8,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3917057,1498205593,0x19eb5c4ca4c57252b17ab565f03a4508fe0c28b4,0x701c244b988a513c945973defa05de933b23fe1d,60000000000000000
3917057,1498205593,0x931078c77f83334c0697845b900d8a2396c9f5a0,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917062,1498205741,0x6485a46f24f858bc485e1631291a69ea569ebcf1,0x701c244b988a513c945973defa05de933b23fe1d,9000000000000000000
3917063,1498205773,0xeb371ec3ba1c6db4019f9bdade9716d340e5f992,0x701c244b988a513c945973defa05de933b23fe1d,490000000000000000
3917065,1498205836,0x4cf7037aeb2962a18b2e08aa140f07cb53e1a957,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3917068,1498205897,0x98ddb53191a155d1a850e33b14bba7897aae4e7c,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3917068,1498205897,0x8dd44711498cf2b4830fe0f04830e9621f4cb987,0x701c244b988a513c945973defa05de933b23fe1d,1020000000000000000
3917068,1498205897,0x9bf90e0d30930d7a5053db5d8074ed02f69bf3b8,0x701c244b988a513c945973defa05de933b23fe1d,50000000000000000
3917068,1498205897,0x062aaf8f043ddfa2497b3b27f1e34e801fcf1422,0x701c244b988a513c945973defa05de933b23fe1d,1341205225000000000
3917068,1498205897,0x46a0abd4764d27b050ef6b5168f2f46ece7e3e42,0x701c244b988a513c945973defa05de933b23fe1d,1080000000000000000
3917077,1498206053,0xa4bf6e1e7088b039d526123bb1a1125fb25005f7,0x701c244b988a513c945973defa05de933b23fe1d,1500000000000000000
3917078,1498206066,0x412da5048c1e0fb056b5747599dfac748b432058,0x701c244b988a513c945973defa05de933b23fe1d,240000000000000000
3917078,1498206066,0x6e8967f0d6cdbb79cef31571b9e68f635565a24c,0x701c244b988a513c945973defa05de933b23fe1d,993984241000000000
3917082,1498206120,0xdd43971cf32d309c4e778aaff8edbbdbe1a0a66f,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917082,1498206120,0xebd83c513236bb159cf7a9bd21ce5f4a84c2d8bb,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3917084,1498206161,0x803c7637d680c8b21c8e42a5a2d5dafd06a6d0ef,0x701c244b988a513c945973defa05de933b23fe1d,830000000000000000
3917085,1498206186,0x69087e5314215f598ff73fcaa5f1822f269b5422,0x701c244b988a513c945973defa05de933b23fe1d,1320000000000000000
3917085,1498206186,0x19848bde98107d72795bf5415fa70d3f483eea36,0x701c244b988a513c945973defa05de933b23fe1d,700000000000000000
3917091,1498206254,0x8480968eef73b941c6290b6f1858732f41a03471,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3917091,1498206254,0x16d4245339ad98bb67b546b9725b083bab6fdc78,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3917094,1498206292,0xedd087445245404381ed4aae6541d24cc0ad5f46,0x701c244b988a513c945973defa05de933b23fe1d,200000000000000000
3917096,1498206356,0xc51334b08d358b2ed23e9f9c1be26cf855d01e68,0x701c244b988a513c945973defa05de933b23fe1d,507900820000000000
3917097,1498206363,0x4cf7037aeb2962a18b2e08aa140f07cb53e1a957,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3917100,1498206458,0x412da5048c1e0fb056b5747599dfac748b432058,0x701c244b988a513c945973defa05de933b23fe1d,4980000000000000000
3917100,1498206458,0x04da469d237e85ec55a4085874e1737fb53548fd,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
